Model,RNN Type,Sequence Length,Training Loss,Validation Loss,Validation Accuracy,Training time,Inference Time,Hidden Size,Fully Connected Layers,Parameters,Size (MB),Predicted next character
25,LSTM,30,0.618463966098145,0.5847238519766035,0.8247208982897063,1659.0993905067444,0.6805598735809326,512,1,2167873,8.269779205322266,"
        WARWICK:
        So much his friend, ay, his unfeigned friend,
        That, if King Lewis vouchsafe to furnish us
        With some few bands of chosen soldiers,
        I'll undertake to land them on our coast
        And force the tyrant from his seat by war.
        'Tis not his new-made bride shall succor him:
        And as for Clarence, as my letters tell me,
        He's very likely now to fall from him,
        For matching more for wanton lust than honour,
        Or than for strength and safety of our country.
        obless.

LORD STANLEY:
The head, and be a king: all is the
great wife, the weary way of mine own,
That I have been blown on it.

CAMILLO:
I can not speak it is.

POLIXENES:
And what title tripp's thrust in love,
So from the all that I should say to hear you to the crown,
And I am come to see this paintine:
If it be not to be the hardest shook of itself.
Ah, wherefore stay we not a thing to stand:
To bring him death to the same to his child.

CAMILLO:
I will be satisfied.

MERCUTIO:
This is the way to confound them than his wife's world,
The pretty benefits of the feast, and they are best advised
What you have said to say.

PETRUCHIO:
I say it is the moon that shows bestow'd; they
can charged it again; and therefore be it so.

KING RICHARD III:
Say, I charge you, let it be a pair of sin.

CLARENCE:
I must be tent's, that I might die we hear.

KING EDWARD IV:
An officer, are not to be sorrow'd backs:
The leaves a fellow of thy sovereign's friends.

DUCHESS OF YORK:
Who should have left u"
26,LSTM,30,0.35715087117069827,0.3207263478832523,0.8951436481722559,1663.9753649234772,0.7240571975708008,512,2,2430529,9.271732330322266,"
        WARWICK:
        So much his friend, ay, his unfeigned friend,
        That, if King Lewis vouchsafe to furnish us
        With some few bands of chosen soldiers,
        I'll undertake to land them on our coast
        And force the tyrant from his seat by war.
        'Tis not his new-made bride shall succor him:
        And as for Clarence, as my letters tell me,
        He's very likely now to fall from him,
        For matching more for wanton lust than honour,
        Or than for strength and safety of our country.
        RIVO:
What shall I say? to meet your hand, no
hiltigabe: but we partly did they say.

LADY GREY:
Three, truly, sir, I will not hence;
And I conceive the quarrel with the spirits; look not
so tear us and be revenged: then is that
uson's sake; and, in those humbles that do alm, deferment him,
As near the lusting flue-dainted king,
To see your love's vestine shole
That way through he was for my cousin Catesby
That I myself have broke the lips:
Hear his dreams let the blind for himself
Against the hand that knows between
The partner of his office, or such descended to the entreat,
And watch thy hands, I fear us not;
For thou shalt hear my nose-gented.

KING HENRY VI:
And loves her elevish lost.

KING RICHARD II:
What said our cousin when you parted with him?

DUKE VINCENTIO:
What, are you so brave? I must not speak too much;
'Tis far my fortune and thy beauty's love.
Swine neighbours to bear them spring,
As if that thou wilt pity thee;
And what obscured grace that name the strong with such"
27,LSTM,30,0.3200850136523699,0.27728109953612307,0.9090314910648004,1669.6351935863495,0.7375621795654297,512,3,2693185,10.273685455322266,"
        WARWICK:
        So much his friend, ay, his unfeigned friend,
        That, if King Lewis vouchsafe to furnish us
        With some few bands of chosen soldiers,
        I'll undertake to land them on our coast
        And force the tyrant from his seat by war.
        'Tis not his new-made bride shall succor him:
        And as for Clarence, as my letters tell me,
        He's very likely now to fall from him,
        For matching more for wanton lust than honour,
        Or than for strength and safety of our country.
        ofmilous throne, though it were as good as the morning royal steeds
From such a clamour of my state,
Which, though he kills my father's love, the father and
ear shall stir.

SICINIUS:
He's a disease that thou comest thither with our royal piece,
The meat, and not remember the proof that hath a pretty piece of fool,
And that the like duke had cut off; so he definis,
Nothing but the vale earest thing.

ROMEO:
Good morrow, fair Montague is sleep'd.
What, have ceare me, sir? the searcher of thy sons as yes
bes, of dangerst of fourth together,
And thou will or greetings to you than my speech:
To-day, then Aufidius should have had you for a king,
And by that gives me bright.

ANTONIO:
The gods she know 'tis like me: I
pray you, speak unto London to retires.
My mind is senseless times, and brought but worthy chairs
As dreadly passador, but my deserts;
I hop off so, he's just.
Now are they come.

QUEEN ELIZABETH:
Till then fair hope make papier.

ANTONIO:
Where is the post that came from speec"
28,GRU,30,1.3200868768413572,1.314258859105354,0.596962067988567,467.32979464530945,0.2750225067138672,128,1,115777,0.4416542053222656,"
        WARWICK:
        So much his friend, ay, his unfeigned friend,
        That, if King Lewis vouchsafe to furnish us
        With some few bands of chosen soldiers,
        I'll undertake to land them on our coast
        And force the tyrant from his seat by war.
        'Tis not his new-made bride shall succor him:
        And as for Clarence, as my letters tell me,
        He's very likely now to fall from him,
        For matching more for wanton lust than honour,
        Or than for strength and safety of our country.
        on the common of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of the seat of"
29,GRU,30,1.262344557873524,1.2549901835239716,0.6085251092916751,470.1529543399811,0.34953784942626953,128,2,132289,0.5046424865722656,"
        WARWICK:
        So much his friend, ay, his unfeigned friend,
        That, if King Lewis vouchsafe to furnish us
        With some few bands of chosen soldiers,
        I'll undertake to land them on our coast
        And force the tyrant from his seat by war.
        'Tis not his new-made bride shall succor him:
        And as for Clarence, as my letters tell me,
        He's very likely now to fall from him,
        For matching more for wanton lust than honour,
        Or than for strength and safety of our country.
        of the season that shall be the streets and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the strength and the "
30,GRU,30,1.2568967968878084,1.2483859070896233,0.60868649158481,472.782927274704,0.3200376033782959,128,3,148801,0.5676307678222656,"
        WARWICK:
        So much his friend, ay, his unfeigned friend,
        That, if King Lewis vouchsafe to furnish us
        With some few bands of chosen soldiers,
        I'll undertake to land them on our coast
        And force the tyrant from his seat by war.
        'Tis not his new-made bride shall succor him:
        And as for Clarence, as my letters tell me,
        He's very likely now to fall from him,
        For matching more for wanton lust than honour,
        Or than for strength and safety of our country.
        STERR:
The senate shall be so before the state,
And then the season of the season of the state
Than the season of the season of the state
Than the season of the season of the state
Than the season of the season of the state
Than the season of the season of the state
Than the season of the season of the state
Than the season of the season of the state
Than the season of the season of the state
Than the season of the season of the state
Than the season of the season of the state
Than the season of the season of the state
Than the season of the season of the state
Than the season of the season of the state
Than the season of the season of the state
Than the season of the season of the state
Than the season of the season of the state
Than the season of the season of the state
Than the season of the season of the state
Than the season of the season of the state
Than the season of the season of the state
Than the season of the season of the state
Than the season of the season of the state
Th"
31,GRU,30,1.1285124860540794,1.113451457371677,0.6508135460710585,624.1336665153503,0.6450490951538086,256,1,428097,1.6330604553222656,"
        WARWICK:
        So much his friend, ay, his unfeigned friend,
        That, if King Lewis vouchsafe to furnish us
        With some few bands of chosen soldiers,
        I'll undertake to land them on our coast
        And force the tyrant from his seat by war.
        'Tis not his new-made bride shall succor him:
        And as for Clarence, as my letters tell me,
        He's very likely now to fall from him,
        For matching more for wanton lust than honour,
        Or than for strength and safety of our country.
        love, that the best of the people's enemies.

Second Servingman:
What is the prince of such a poor blood,
The people and the truth of the people's enemies.

Second Servingman:
What is the prince of such a poor blood,
The people and the truth of the people's enemies.

Second Servingman:
What is the prince of such a poor blood,
The people and the truth of the people's enemies.

Second Servingman:
What is the prince of such a poor blood,
The people and the truth of the people's enemies.

Second Servingman:
What is the prince of such a poor blood,
The people and the truth of the people's enemies.

Second Servingman:
What is the prince of such a poor blood,
The people and the truth of the people's enemies.

Second Servingman:
What is the prince of such a poor blood,
The people and the truth of the people's enemies.

Second Servingman:
What is the prince of such a poor blood,
The people and the truth of the people's enemies.

Second Servingman:
What is the prince of such a poor blood,
The pe"
32,GRU,30,1.019092049476874,0.9960147660144054,0.681087071126556,631.7458527088165,0.6745679378509521,256,2,493889,1.8840370178222656,"
        WARWICK:
        So much his friend, ay, his unfeigned friend,
        That, if King Lewis vouchsafe to furnish us
        With some few bands of chosen soldiers,
        I'll undertake to land them on our coast
        And force the tyrant from his seat by war.
        'Tis not his new-made bride shall succor him:
        And as for Clarence, as my letters tell me,
        He's very likely now to fall from him,
        For matching more for wanton lust than honour,
        Or than for strength and safety of our country.
        and with the man that have been a sight,
And see the sea with the state and lives and her head,
And therefore I then be so for the world,
To be the sea for the sun to the common people.

CORIOLANUS:
The good monument! why, then I was an end.

KING RICHARD II:
What wilt thou not think the crown,
That thou art so far from his life,
And shake the state and lives and honours to be the sea,
And therefore I than the sun to the country.

KING HENRY VI:
What would you have my life with the world can say the days of York is too much better than the sea,
And therefore I than the sun to the country.

KING HENRY VI:
What would you have my life with the world can say the days of York is too much better than the sea,
And therefore I than the sun to the country.

KING HENRY VI:
What would you have my life with the world can say the days of York is too much better than the sea,
And therefore I than the sun to the country.

KING HENRY VI:
What would you have my life with the world can say the days of Y"
33,GRU,30,1.0051717840842087,0.9797694456838343,0.6859877134280826,633.6707937717438,0.6920652389526367,256,3,559681,2.1350135803222656,"
        WARWICK:
        So much his friend, ay, his unfeigned friend,
        That, if King Lewis vouchsafe to furnish us
        With some few bands of chosen soldiers,
        I'll undertake to land them on our coast
        And force the tyrant from his seat by war.
        'Tis not his new-made bride shall succor him:
        And as for Clarence, as my letters tell me,
        He's very likely now to fall from him,
        For matching more for wanton lust than honour,
        Or than for strength and safety of our country.
        my soul the gods that has a submit
To the dead burial and the seat,
When they shall be the soldiers to the death.

KING RICHARD III:
Say the matter than the sun that would not stay the gates of York
And that the sun shall prove a graver to the contrary.

QUEEN ELIZABETH:
The king is dead, and that the sea thereof of the sun
From my soul design, and that the sea the king is dead,
That we may be the soldiers to the gaol.

Second Servant:
What is the matter?

POMPEY:
I would you company to the gardon
That would be the soldiers to the gaol of his truth.

QUEEN MARGARET:
The seven son be content to the king and be the common peace
Of the seat of the seat of Romans.

KING RICHARD III:
So many let me be made me to the good to the people,
And then the world is something stain'd
That we may be the souls of thee,
That we may be the soldiers to the gaol.

Second Servant:
What is the matter?

POMPEY:
I would you company to the gardon
That would be the soldiers to the gaol of his truth.

QUEEN MARG"
34,GRU,30,0.8609327565144448,0.8300622880023761,0.7350990349338871,1370.1171827316284,0.6900622844696045,512,1,1642561,6.265872955322266,"
        WARWICK:
        So much his friend, ay, his unfeigned friend,
        That, if King Lewis vouchsafe to furnish us
        With some few bands of chosen soldiers,
        I'll undertake to land them on our coast
        And force the tyrant from his seat by war.
        'Tis not his new-made bride shall succor him:
        And as for Clarence, as my letters tell me,
        He's very likely now to fall from him,
        For matching more for wanton lust than honour,
        Or than for strength and safety of our country.
        off, or our tribunes.
Cousin of England, what says he too?

CAMILLO:
I have a happy time of her own privately.

POMPEY:
Pray, sir, have you to do it, and then and how remorse
As it is to be a present and my heart.
This is a poor hear of Clarence' death,
And his head is as a foot and fear.

DUKE OF YORK:
I will the king is made the charge
Of my poor babe, and the present through the common recomforture.

DUCHESS OF YORK:
Why, how now, sir, that I may not.

ROMEO:
And say you shall have my dangerously?

BRUTUS:
We will appear to her and so beast.

KING EDWARD IV:
So, fair and gracious lord, I have seen thee,
That I may bear the state with me.

GLOUCESTER:
Why, then the gods be good against the world.

KING RICHARD II:
What is the matter?

DUKE VINCENTIO:
I know not what; I am so soon as
you say, if I can be now a word:
As thou art a traitor to his horse and fine
That with his father's blood, be gone, and so to the prince my heart.

GLOUCESTER:
So do I think the drum, that shows we hear t"
35,GRU,30,0.5968831681857144,0.5564849054726371,0.8153481733317554,1377.6273875236511,0.6910610198974609,512,2,1905217,7.267826080322266,"
        WARWICK:
        So much his friend, ay, his unfeigned friend,
        That, if King Lewis vouchsafe to furnish us
        With some few bands of chosen soldiers,
        I'll undertake to land them on our coast
        And force the tyrant from his seat by war.
        'Tis not his new-made bride shall succor him:
        And as for Clarence, as my letters tell me,
        He's very likely now to fall from him,
        For matching more for wanton lust than honour,
        Or than for strength and safety of our country.
        Wares come
An our entreaties stole was at the heels,
Or else you'll play the golden story of more stricts in them.

KING HENRY VI:
And long have you not spent with them,
But send him as you would not be so sour.

KATHARINA:
That's a consul of them as he will be prodigal
Would burn in many money's false, his lady's death,
To see how my father was not so may be spent.

KING HENRY VI:
And little quenshionable duke asleep!

BRUTUS:
We shall not go on.

TRADONIO:
And must we not, sir.

LUCIO:

ISABELLA:
Not to soon my shamed bloody treagues
Which we may surprent to be so delight,
And that the sun sesver watch'd this fair dear son?

QUEEN ELIZABETH:
The senators of the duke! yhout! who is it, sir,
He speak no more ado.

First Gentleman:
I think it were a pretty tongue,
With them allow it with a silk point of storms!
What stay we straight in the child,
To seek their soldiers of the people,
As if the woe to the Duke of Norfolk:
I am too suddenly and conjured it all.

ROMEO:
Go to; let that fac"
36,GRU,30,0.5636092955178588,0.514620836198765,0.8284730366050903,1384.377736568451,0.7045538425445557,512,3,2167873,8.269779205322266,"
        WARWICK:
        So much his friend, ay, his unfeigned friend,
        That, if King Lewis vouchsafe to furnish us
        With some few bands of chosen soldiers,
        I'll undertake to land them on our coast
        And force the tyrant from his seat by war.
        'Tis not his new-made bride shall succor him:
        And as for Clarence, as my letters tell me,
        He's very likely now to fall from him,
        For matching more for wanton lust than honour,
        Or than for strength and safety of our country.
        RICHARD:
And left her, Angelo; I will not go to-day;
No, not till King Henry Forbery, gentlemen,
come, sir.

ABRAHAM:
Do you so so.

DUCHESS OF YORK:
What is the matter?

Messenger:
So, then, my soul? let's go till thou wilt, I say.

GLOUCESTER:
What, will you go with us?

BRUTUS:
Well, what then? what means the world,
That we may soon mar it were to-day?

GREMIO:
Am I sure of you.

FROTH:
I thank your honour.

DUKE VINCENTIO:
Hath he so he to offenders' feeling on a crow!
And they are journeys to be a mourners.

LUCIO:
I pray thee, good Petervation;
And so did not avoid the common or be a Christian soul,
As your grace is made to be so evident
To enter for the gates: and then to great Cication:
Will you let K't forth good and his;
I am come to knowledge that I mouth'd in his ease.
And, know you where the people!

All Citizen:
You are too soon, as if the world will out of the king.

GLOUCESTER:
Now, fie, fie, fie!

Rowler.

AUTOLYCUS:
I know mean'st thou. Therefore, good-fordear and fal"
37,LSTM,50,1.2993972858373266,1.2920814369716784,0.6075201910800614,614.5064387321472,0.38303470611572266,128,1,148801,0.5676307678222656,"
        WARWICK:
        So much his friend, ay, his unfeigned friend,
        That, if King Lewis vouchsafe to furnish us
        With some few bands of chosen soldiers,
        I'll undertake to land them on our coast
        And force the tyrant from his seat by war.
        'Tis not his new-made bride shall succor him:
        And as for Clarence, as my letters tell me,
        He's very likely now to fall from him,
        For matching more for wanton lust than honour,
        Or than for strength and safety of our country.
        Marr:
God save you, sir, the state and the seas,
And there is the sea and the strange to the court,
And the strange than the courtesis the court,
And the strange than the courtesis the court,
And the strange than the courtesis the court,
And the strange than the courtesis the court,
And the strange than the courtesis the court,
And the strange than the courtesis the court,
And the strange than the courtesis the court,
And the strange than the courtesis the court,
And the strange than the courtesis the court,
And the strange than the courtesis the court,
And the strange than the courtesis the court,
And the strange than the courtesis the court,
And the strange than the courtesis the court,
And the strange than the courtesis the court,
And the strange than the courtesis the court,
And the strange than the courtesis the court,
And the strange than the courtesis the court,
And the strange than the courtesis the court,
And the strange than the courtesis the court,
And the strange than the c"
38,LSTM,50,1.247287505734576,1.2391927781766348,0.6147421781979371,557.8252816200256,0.3590261936187744,128,2,165313,0.6306190490722656,"
        WARWICK:
        So much his friend, ay, his unfeigned friend,
        That, if King Lewis vouchsafe to furnish us
        With some few bands of chosen soldiers,
        I'll undertake to land them on our coast
        And force the tyrant from his seat by war.
        'Tis not his new-made bride shall succor him:
        And as for Clarence, as my letters tell me,
        He's very likely now to fall from him,
        For matching more for wanton lust than honour,
        Or than for strength and safety of our country.
        VAEgerence, I will not stay.

KING RICHARD II:
What say you the senate of the death of heart
To see the sea of the state of the fair son
With such a son that the sea of the state,
And therefore I will not be so sound to thee,
And therefore I will not be so straight to him.

KING RICHARD II:
What say you the senate of the death of heart
To see the sea of the state of the fair son
With such a son that the sea of the state,
And therefore I will not be so sound to thee,
And therefore I will not be so straight to him.

KING RICHARD II:
What say you the senate of the death of heart
To see the sea of the state of the fair son
With such a son that the sea of the state,
And therefore I will not be so sound to thee,
And therefore I will not be so straight to him.

KING RICHARD II:
What say you the senate of the death of heart
To see the sea of the state of the fair son
With such a son that the sea of the state,
And therefore I will not be so sound to thee,
And therefore I will not be so straight"
39,LSTM,50,1.2379402226775231,1.2289889215552894,0.6163407881335266,559.2845358848572,0.35153937339782715,128,3,181825,0.6936073303222656,"
        WARWICK:
        So much his friend, ay, his unfeigned friend,
        That, if King Lewis vouchsafe to furnish us
        With some few bands of chosen soldiers,
        I'll undertake to land them on our coast
        And force the tyrant from his seat by war.
        'Tis not his new-made bride shall succor him:
        And as for Clarence, as my letters tell me,
        He's very likely now to fall from him,
        For matching more for wanton lust than honour,
        Or than for strength and safety of our country.
        Grempamen:
I will be so much as the world,
And therefore the world to the contract and heart,
And then the world of the sun to the contrary.

KING RICHARD II:
Why, then I will not see the world to the company.

KING RICHARD II:
Why, then I will not see the world to the company.

KING RICHARD II:
Why, then I will not see the world to the company.

KING RICHARD II:
Why, then I will not see the world to the company.

KING RICHARD II:
Why, then I will not see the world to the company.

KING RICHARD II:
Why, then I will not see the world to the company.

KING RICHARD II:
Why, then I will not see the world to the company.

KING RICHARD II:
Why, then I will not see the world to the company.

KING RICHARD II:
Why, then I will not see the world to the company.

KING RICHARD II:
Why, then I will not see the world to the company.

KING RICHARD II:
Why, then I will not see the world to the company.

KING RICHARD II:
Why, then I will not see the world to the company.

KING RICHARD II:
Why, then I w"
40,LSTM,50,1.0996238863381156,1.086343304954306,0.6715928000688577,1028.1975893974304,0.8930742740631104,256,1,559681,2.1350135803222656,"
        WARWICK:
        So much his friend, ay, his unfeigned friend,
        That, if King Lewis vouchsafe to furnish us
        With some few bands of chosen soldiers,
        I'll undertake to land them on our coast
        And force the tyrant from his seat by war.
        'Tis not his new-made bride shall succor him:
        And as for Clarence, as my letters tell me,
        He's very likely now to fall from him,
        For matching more for wanton lust than honour,
        Or than for strength and safety of our country.
        my tears to the dead man consent,
And with the sea honesty as the sense
Than the sea to his head and death and men
To see him all the sea than the deadly son,
Whose state and stand upon the first days,
That have show the country shall be so far
Than the deadly son and death and death.

QUEEN ELI
ABUSHERLA:
I will not so so took the best of the duke.

GLOUCESTER:
I would the prince my son and the world,
The senate shall be so far for the world,
And then to be a man of heaven for thee.

KING EDWARD I
Thou dearest live to see him all the sea
The princely father and the sea the world,
The senate shall be so far forth to have
The princely father is the watch is all
The contrary and sentence of your father.

GLOUCESTER:
I would the best of the court, the king
In that was by the fairest lies; and then the
duke is not the sea that we have seen the sea to
the sea to his head and so much be so far
Than the deadly have shed for the world,
The senate shall be so far for the world,
And then to be a"
41,LSTM,50,0.9865035040535196,0.9649326840456385,0.6924957681217633,1029.084145784378,0.9230778217315674,256,2,625473,2.3859901428222656,"
        WARWICK:
        So much his friend, ay, his unfeigned friend,
        That, if King Lewis vouchsafe to furnish us
        With some few bands of chosen soldiers,
        I'll undertake to land them on our coast
        And force the tyrant from his seat by war.
        'Tis not his new-made bride shall succor him:
        And as for Clarence, as my letters tell me,
        He's very likely now to fall from him,
        For matching more for wanton lust than honour,
        Or than for strength and safety of our country.
        bleer:
Whate'er I do become!
The prince and sovereign and the sea and death.

KING RICHARD II:
What says he will be so far off the compass
That were a stranger father, and the worst
With the prince and so faires again and the
signal to the common people and the sea and the
duke, and the season stays him in the state of
What time, officer, and say you so short as he?

BIONDELLO:
Why, sir, I will not be so fair a word of son,
That he would be so fair and be a status,
When I shall be so much a sin of state,
Which artiflict to the season of the world,
That were a stranger of the world and mine,
Which is not so much a sin of the world,
To see the compass of the state of the world,
To see the compass of the state of the world,
To see the compass of the state of the world,
To see the compass of the state of the world,
To see the compass of the state of the world,
To see the compass of the state of the world,
To see the compass of the state of the world,
To see the compass of the state of the "
42,LSTM,50,0.9409382378097868,0.916278229577698,0.7053823753030455,1033.4212880134583,0.9480762481689453,256,3,691265,2.6369667053222656,"
        WARWICK:
        So much his friend, ay, his unfeigned friend,
        That, if King Lewis vouchsafe to furnish us
        With some few bands of chosen soldiers,
        I'll undertake to land them on our coast
        And force the tyrant from his seat by war.
        'Tis not his new-made bride shall succor him:
        And as for Clarence, as my letters tell me,
        He's very likely now to fall from him,
        For matching more for wanton lust than honour,
        Or than for strength and safety of our country.
        Lord Angelo hath gone.

ROMEO:
I am a solemn of the point.

PAULINA:
I would they were to the people.

Second Servingman:
What, are they so hard? what a wild beginner to
the prince! But by the gods should be so much before
that I should stander than the prince that worse
fell of the people, be so fond of the world,
That thou art too late to be the commonwealth.

QUEEN MARGARET:
O, master mayor!

Clown:
In that the senate, that were they do compare thee,
I would have show'd the wars of the poor souls.

Nurse:
I would I were a son and therefore have begun,
And then I should be so much before thee
And then and the store of the state and gold
In that with the world with the sentence
I am too much more than the enemy,
To be the senate, that were they do see
The senators and that the state of die own.

KING HENRY VI:
Ay, and there it is an art that words
That we may be so for a pair of death.

Lord:
Whomen are they shall be the strong light.

KING HENRY VI:
Ay, and there it begut the water t"
43,LSTM,50,0.6320131529856773,0.5977122757556664,0.8185071152935776,2716.9424126148224,0.9230973720550537,512,1,2167873,8.269779205322266,"
        WARWICK:
        So much his friend, ay, his unfeigned friend,
        That, if King Lewis vouchsafe to furnish us
        With some few bands of chosen soldiers,
        I'll undertake to land them on our coast
        And force the tyrant from his seat by war.
        'Tis not his new-made bride shall succor him:
        And as for Clarence, as my letters tell me,
        He's very likely now to fall from him,
        For matching more for wanton lust than honour,
        Or than for strength and safety of our country.
        AThimmerin her.

PAULINA:
The present and man's resolute the heart.

HENRY BOLINGBROKE:
Even now the truth.

Shepherd:
So many goddess, help thee from the king;
But let him be best in arms at me.
Say that be ne'er come with truth: but as the life
Let us enter to me in the mind of death.

CATESBY:
My lords, my lords, and my dearer lord,
That we may chance to scorn and lose his face,
And with the light stone was but a foolish sights
Are merry a sisterning souls much.

SEBASTIAN:
Ay, and they are not to say. I love the truth.

GREMIO:
O, you shall not endure him, believe me speak.

KING RICHARD III:
Saw'st thou let that part no other part of men
The father of the house of Lancaster.

WARWICK:
Why should you heard of Claudio,
That is the last of the king's own delay,
Is now deliver the soul of mine abroad;
And then to come to me to stay awhile;
That do not show your grace to have him speak.
And yet the king is not the rest: but, whence,
My lord, I am ready to this shame.
What counsel to he"
44,LSTM,50,0.36037827799790095,0.32002490258564914,0.8966426501599507,2723.9193720817566,0.9530911445617676,512,2,2430529,9.271732330322266,"
        WARWICK:
        So much his friend, ay, his unfeigned friend,
        That, if King Lewis vouchsafe to furnish us
        With some few bands of chosen soldiers,
        I'll undertake to land them on our coast
        And force the tyrant from his seat by war.
        'Tis not his new-made bride shall succor him:
        And as for Clarence, as my letters tell me,
        He's very likely now to fall from him,
        For matching more for wanton lust than honour,
        Or than for strength and safety of our country.
        Kath, thou hast partly things no success?

NORTHUMBERLAND:
My lord, you shall bear witness to age,
But by the heavy thanks doubt his fortune.

QUEEN MARGARET:
And lessen'd be the first word of the wolf;
So many mile about, all of this face stand alone,
sir, Angelo, that I may say so, stick it in my cheek,
Disparaged of my suit; might well deny
From our state to tinker-from him truth to hear
When my sorrows ready at the other.
The wretched, three, thou shalt be the heart.

HENRY BOLINGBROKE:
I shall not be thus forewarne there.

PRINCE EDWARD:
Is it upon ready and by that;
For it is mine opposed, at the woodch,
Too fond, deceive; that, in despite of all.

NORTHUMBERLAND:
The noble mother, and myself.

PROSPERO:
This bug indeed descent.

SICINIUS:
What is that man?

POMPEY:
Bum, my lord.

DUKE VINCENTIO:
I can be broken festival: he hath forced them;
But how he stands in this sea-stoop, stand yours?

JULIET:
At Cheeps of England is coming hereably;
No legs of them; I have an express cowa"
45,LSTM,50,0.3297776107805489,0.2743002349225274,0.9104599119195512,2746.205117702484,0.9886198043823242,512,3,2693185,10.273685455322266,"
        WARWICK:
        So much his friend, ay, his unfeigned friend,
        That, if King Lewis vouchsafe to furnish us
        With some few bands of chosen soldiers,
        I'll undertake to land them on our coast
        And force the tyrant from his seat by war.
        'Tis not his new-made bride shall succor him:
        And as for Clarence, as my letters tell me,
        He's very likely now to fall from him,
        For matching more for wanton lust than honour,
        Or than for strength and safety of our country.
        Low, be so far that will find me well.

First Of thy noble sir one uncle, but our
prawes, and let him go whose heir i' the offer of
him.

CLIFFORD:
Soldiers, three plain.

EDWARDIRO:
Poor hand, young Do's good sisters: and yet, to stay.

ROMEO:
What hast thou to do?

MAMILLIUS:
A sad, sir?

AUTOLYCUS:

Clown:
Indeed, he's gone.

SEBASTIAN:
As if it had lungs and the loss of men.

GONZALO:
He'll point you forth.

PETRUCHIO:
Thou hast more ten that have more comfort patience?
If this old grief is bold in being great-bed!
So smank afton a little brief which she shall
stand for consulships.

AUFIDIUS:
My lords, your son, or what says my loving friends,
And many an old man secrators could, but say
and the most young sweet and dages do perform.

KING RICHARD III:
What said my man, my lord?

DUKE OF YORK:
Why, what is your will?

VINCENTIO:
What a strange mother? why, 'tis a throne where thou
wear-brides freely given and weakling, and oft
Pomped him to the ground be man.'

FRIAR LAURENCE:
Hol"
46,GRU,50,1.313417459926466,1.307190579219456,0.6001888206687802,576.1503658294678,0.2815279960632324,128,1,115777,0.4416542053222656,"
        WARWICK:
        So much his friend, ay, his unfeigned friend,
        That, if King Lewis vouchsafe to furnish us
        With some few bands of chosen soldiers,
        I'll undertake to land them on our coast
        And force the tyrant from his seat by war.
        'Tis not his new-made bride shall succor him:
        And as for Clarence, as my letters tell me,
        He's very likely now to fall from him,
        For matching more for wanton lust than honour,
        Or than for strength and safety of our country.
        RI Here I that have seems thee,
That the state to the prince that thou art be
The world to the world to the world to the court.

KING RICHARD III:
What shall be the state, the state to the sun
The world to the world to the world to the court.

KING RICHARD III:
What shall be the state, the state to the sun
The world to the world to the world to the court.

KING RICHARD III:
What shall be the state, the state to the sun
The world to the world to the world to the court.

KING RICHARD III:
What shall be the state, the state to the sun
The world to the world to the world to the court.

KING RICHARD III:
What shall be the state, the state to the sun
The world to the world to the world to the court.

KING RICHARD III:
What shall be the state, the state to the sun
The world to the world to the world to the court.

KING RICHARD III:
What shall be the state, the state to the sun
The world to the world to the world to the court.

KING RICHARD III:
What shall be the state, the state to the sun
Th"
